t_ms,x_m,y_m,z_m,vx_ms,vy_ms,vz_ms,v_h_ms,v_v_down_ms,v_tot_ms,v_forward_ms,v_side_ms,cv_vdown,v_h_u,v_v_u,v_tot_u,v_forward_u,v_side_u,yaw_deg,pitch_deg,fwd_len_h,band,state,underwater
1756425413054,853.972,-186.144,66.067,1.359,7.555,-2.944,7.68,2.94,8.22,7.68,-0.00,0.145,302.2,115.9,323.7,302.2,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425413083,854.025,-185.850,65.952,1.497,8.323,-3.243,8.46,3.24,9.06,8.46,-0.00,0.144,332.9,127.7,356.6,332.9,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425413112,854.078,-185.556,65.838,1.590,8.837,-3.443,8.98,3.44,9.62,8.98,-0.00,0.146,353.5,135.5,378.6,353.5,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425413141,854.078,-185.556,65.838,1.113,6.186,-2.410,6.28,2.41,6.73,6.28,-0.00,0.147,247.4,94.9,265.0,247.4,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425413170,854.131,-185.262,65.723,1.325,7.365,-2.870,7.48,2.87,8.01,7.48,-0.00,0.144,294.6,113.0,315.5,294.6,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425413199,854.184,-184.968,65.608,1.473,8.191,-3.191,8.32,3.19,8.91,8.32,-0.00,0.143,327.7,125.6,350.9,327.7,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425413228,854.237,-184.674,65.494,1.576,8.763,-3.414,8.90,3.41,9.54,8.90,-0.00,0.144,350.5,134.4,375.4,350.5,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425413258,854.237,-184.674,65.494,1.103,6.134,-2.390,6.23,2.39,6.68,6.23,-0.00,0.146,245.4,94.1,262.8,245.4,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425413287,854.290,-184.380,65.379,1.318,7.326,-2.854,7.44,2.85,7.97,7.44,-0.00,0.143,293.1,112.4,313.9,293.1,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425413316,854.343,-184.086,65.265,1.460,8.116,-3.162,8.25,3.16,8.83,8.25,-0.00,0.141,324.6,124.5,347.7,324.6,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425413346,854.343,-184.086,65.265,1.022,5.681,-2.213,5.77,2.21,6.18,5.77,-0.00,0.146,227.3,87.1,243.4,227.3,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425413375,854.396,-183.792,65.150,1.261,7.012,-2.732,7.12,2.73,7.63,7.12,-0.00,0.144,280.5,107.6,300.4,280.5,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425413403,854.448,-183.498,65.036,1.429,7.943,-3.095,8.07,3.09,8.64,8.07,-0.00,0.142,317.7,121.8,340.3,317.7,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425413433,854.501,-183.204,64.921,1.546,8.597,-3.349,8.73,3.35,9.35,8.73,-0.00,0.142,343.9,131.9,368.3,343.9,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425413462,854.501,-183.204,64.921,1.082,6.018,-2.345,6.11,2.34,6.55,6.11,-0.00,0.145,240.7,92.3,257.8,240.7,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425413491,854.554,-182.910,64.807,1.298,7.215,-2.811,7.33,2.81,7.85,7.33,-0.00,0.142,288.6,110.7,309.1,288.6,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425413520,854.607,-182.616,64.692,1.454,8.086,-3.150,8.22,3.15,8.80,8.22,-0.00,0.141,323.5,124.0,346.4,323.5,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425413550,854.660,-182.322,64.578,1.555,8.645,-3.368,8.78,3.37,9.41,8.78,-0.00,0.141,345.8,132.6,370.4,345.8,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425413580,854.660,-182.322,64.578,1.088,6.052,-2.358,6.15,2.36,6.59,6.15,-0.00,0.143,242.1,92.8,259.3,242.1,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425413609,854.713,-182.028,64.463,1.299,7.220,-2.813,7.34,2.81,7.86,7.34,-0.00,0.141,288.8,110.8,309.3,288.8,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425413639,854.766,-181.734,64.349,1.446,8.039,-3.132,8.17,3.13,8.75,8.17,-0.00,0.139,321.6,123.3,344.4,321.6,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425413668,854.819,-181.440,64.234,1.558,8.662,-3.375,8.80,3.37,9.43,8.80,-0.00,0.140,346.5,132.9,371.1,346.5,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425413697,854.819,-181.440,64.234,1.091,6.064,-2.362,6.16,2.36,6.60,6.16,-0.00,0.142,242.6,93.0,259.8,242.6,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425413727,854.871,-181.146,64.119,1.297,7.213,-2.810,7.33,2.81,7.85,7.33,-0.00,0.140,288.6,110.6,309.0,288.6,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425413756,854.924,-180.852,64.005,1.447,8.045,-3.135,8.17,3.13,8.75,8.17,-0.00,0.138,321.8,123.4,344.7,321.8,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425413786,854.977,-180.559,63.890,1.559,8.665,-3.376,8.80,3.38,9.43,8.80,-0.00,0.138,346.6,132.9,371.2,346.6,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425413815,854.977,-180.559,63.890,1.091,6.065,-2.363,6.16,2.36,6.60,6.16,-0.00,0.141,242.6,93.0,259.9,242.6,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425413845,855.030,-180.265,63.776,1.301,7.229,-2.816,7.34,2.82,7.87,7.34,-0.00,0.139,289.2,110.9,309.7,289.2,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425413874,855.083,-179.971,63.661,1.455,8.089,-3.152,8.22,3.15,8.80,8.22,-0.00,0.137,323.6,124.1,346.5,323.6,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425413903,855.083,-179.971,63.661,1.018,5.662,-2.206,5.75,2.21,6.16,5.75,-0.00,0.142,226.5,86.9,242.6,226.5,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425413932,855.136,-179.677,63.547,1.258,6.995,-2.725,7.11,2.73,7.61,7.11,-0.00,0.140,279.8,107.3,299.7,279.8,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425413961,855.189,-179.383,63.432,1.418,7.879,-3.070,8.01,3.07,8.57,8.01,-0.00,0.138,315.2,120.9,337.6,315.2,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425413991,855.242,-179.089,63.318,1.538,8.552,-3.332,8.69,3.33,9.31,8.69,-0.00,0.138,342.1,131.2,366.4,342.1,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425414020,855.242,-179.089,63.318,1.077,5.986,-2.332,6.08,2.33,6.51,6.08,-0.00,0.141,239.5,91.8,256.5,239.5,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425414050,855.295,-178.795,63.203,1.291,7.173,-2.795,7.29,2.79,7.81,7.29,-0.00,0.139,286.9,110.0,307.3,286.9,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425414079,855.347,-178.501,63.089,1.449,8.057,-3.139,8.19,3.14,8.77,8.19,-0.00,0.137,322.3,123.6,345.2,322.3,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425414108,855.400,-178.207,62.974,1.560,8.672,-3.379,8.81,3.38,9.44,8.81,-0.00,0.138,346.9,133.0,371.5,346.9,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425414137,855.400,-178.207,62.974,1.092,6.071,-2.365,6.17,2.37,6.61,6.17,-0.00,0.140,242.8,93.1,260.1,242.8,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425414167,855.453,-177.913,62.859,1.301,7.231,-2.817,7.35,2.82,7.87,7.35,-0.00,0.138,289.2,110.9,309.8,289.2,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425414196,855.506,-177.619,62.745,1.457,8.097,-3.155,8.23,3.15,8.81,8.23,-0.00,0.136,323.9,124.2,346.9,323.9,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425414225,855.559,-177.325,62.630,1.564,8.693,-3.387,8.83,3.39,9.46,8.83,-0.00,0.137,347.8,133.4,372.4,347.8,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425414255,855.559,-177.325,62.630,1.095,6.085,-2.371,6.18,2.37,6.62,6.18,-0.00,0.139,243.4,93.3,260.7,243.4,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425414284,855.612,-177.031,62.516,1.303,7.243,-2.822,7.36,2.82,7.88,7.36,-0.00,0.137,289.7,111.1,310.3,289.7,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425414313,855.665,-176.737,62.401,1.457,8.102,-3.157,8.23,3.16,8.82,8.23,-0.00,0.136,324.1,124.3,347.1,324.1,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425414342,855.665,-176.737,62.401,1.020,5.671,-2.210,5.76,2.21,6.17,5.76,-0.00,0.141,226.9,87.0,243.0,226.9,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425414372,855.718,-176.443,62.287,1.250,6.953,-2.709,7.06,2.71,7.57,7.06,-0.00,0.139,278.1,106.7,297.9,278.1,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425414401,855.771,-176.149,62.172,1.422,7.903,-3.079,8.03,3.08,8.60,8.03,-0.00,0.137,316.1,121.2,338.6,316.1,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425414430,855.823,-175.855,62.058,1.541,8.567,-3.338,8.70,3.34,9.32,8.70,-0.00,0.137,342.7,131.4,367.0,342.7,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425414460,855.823,-175.855,62.058,1.079,5.997,-2.336,6.09,2.34,6.53,6.09,-0.00,0.140,239.9,92.0,256.9,239.9,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425414489,855.876,-175.561,61.943,1.301,7.233,-2.818,7.35,2.82,7.87,7.35,-0.00,0.138,289.3,111.0,309.9,289.3,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425414518,855.929,-175.267,61.829,1.457,8.098,-3.155,8.23,3.15,8.81,8.23,-0.00,0.136,323.9,124.2,346.9,323.9,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425414547,855.982,-174.973,61.714,1.566,8.702,-3.390,8.84,3.39,9.47,8.84,-0.00,0.137,348.1,133.5,372.8,348.1,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425414576,855.982,-174.973,61.714,1.096,6.091,-2.373,6.19,2.37,6.63,6.19,-0.00,0.139,243.7,93.4,261.0,243.7,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425414605,856.035,-174.679,61.600,1.313,7.298,-2.843,7.41,2.84,7.94,7.41,-0.00,0.137,291.9,111.9,312.7,291.9,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425414634,856.088,-174.385,61.485,1.465,8.142,-3.172,8.27,3.17,8.86,8.27,-0.00,0.136,325.7,124.9,348.8,325.7,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425414664,856.088,-174.385,61.485,1.025,5.700,-2.221,5.79,2.22,6.20,5.79,-0.00,0.140,228.0,87.4,244.2,228.0,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425414693,856.141,-174.091,61.370,1.261,7.008,-2.731,7.12,2.73,7.63,7.12,-0.00,0.139,280.3,107.5,300.3,280.3,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425414722,856.194,-173.797,61.256,1.421,7.904,-3.080,8.03,3.08,8.60,8.03,-0.00,0.137,316.2,121.2,338.6,316.2,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425414751,856.246,-173.503,61.141,1.542,8.571,-3.339,8.71,3.34,9.33,8.71,-0.00,0.137,342.9,131.5,367.2,342.9,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425414780,856.246,-173.503,61.141,1.079,6.000,-2.338,6.10,2.34,6.53,6.10,-0.00,0.140,240.0,92.0,257.0,240.0,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425414810,856.299,-173.209,61.027,1.292,7.184,-2.799,7.30,2.80,7.82,7.30,-0.00,0.137,287.4,110.2,307.8,287.4,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425414839,856.352,-172.915,60.912,1.451,8.063,-3.142,8.19,3.14,8.77,8.19,-0.00,0.136,322.6,123.7,345.5,322.6,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425414868,856.405,-172.621,60.798,1.561,8.678,-3.381,8.82,3.38,9.44,8.82,-0.00,0.137,347.1,133.1,371.8,347.1,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425414897,856.405,-172.621,60.798,1.093,6.075,-2.367,6.17,2.37,6.61,6.17,-0.00,0.139,243.0,93.2,260.2,243.0,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425414926,856.458,-172.327,60.683,1.307,7.264,-2.830,7.38,2.83,7.90,7.38,-0.00,0.137,290.6,111.4,311.2,290.6,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425414956,856.511,-172.033,60.569,1.455,8.087,-3.151,8.22,3.15,8.80,8.22,-0.00,0.135,323.5,124.1,346.5,323.5,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425414985,856.511,-172.033,60.569,1.018,5.661,-2.206,5.75,2.21,6.16,5.75,-0.00,0.140,226.5,86.8,242.5,226.5,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425415014,856.564,-171.739,60.454,1.259,6.998,-2.726,7.11,2.73,7.62,7.11,-0.00,0.138,279.9,107.3,299.8,279.9,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425415043,856.617,-171.445,60.340,1.427,7.932,-3.090,8.06,3.09,8.63,8.06,-0.00,0.137,317.3,121.7,339.8,317.3,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425415072,856.669,-171.151,60.225,1.542,8.571,-3.340,8.71,3.34,9.33,8.71,-0.00,0.137,342.9,131.5,367.2,342.9,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425415102,856.669,-171.151,60.225,1.079,6.000,-2.338,6.10,2.34,6.53,6.10,-0.00,0.139,240.0,92.0,257.0,240.0,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425415131,856.722,-170.857,60.110,1.301,7.231,-2.817,7.35,2.82,7.87,7.35,-0.00,0.137,289.3,110.9,309.8,289.3,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425415161,856.775,-170.563,59.996,1.435,7.978,-3.108,8.11,3.11,8.68,8.11,-0.00,0.136,319.1,122.4,341.8,319.1,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425415191,856.828,-170.269,59.881,1.539,8.553,-3.332,8.69,3.33,9.31,8.69,-0.00,0.136,342.1,131.2,366.4,342.1,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425415220,856.828,-170.269,59.881,1.077,5.987,-2.333,6.08,2.33,6.51,6.08,-0.00,0.139,239.5,91.8,256.5,239.5,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425415249,856.881,-169.975,59.767,1.290,7.174,-2.795,7.29,2.79,7.81,7.29,-0.00,0.136,287.0,110.0,307.3,287.0,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425415279,856.934,-169.681,59.652,1.440,8.004,-3.118,8.13,3.12,8.71,8.13,-0.00,0.135,320.2,122.8,342.9,320.2,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425415308,856.987,-169.387,59.538,1.552,8.631,-3.363,8.77,3.36,9.39,8.77,-0.00,0.135,345.2,132.4,369.8,345.2,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425415338,856.987,-169.387,59.538,1.087,6.042,-2.354,6.14,2.35,6.57,6.14,-0.00,0.138,241.7,92.7,258.8,241.7,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425415367,857.040,-169.093,59.423,1.306,7.261,-2.829,7.38,2.83,7.90,7.38,-0.00,0.136,290.5,111.4,311.1,290.5,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425415396,857.093,-168.799,59.309,1.461,8.120,-3.164,8.25,3.16,8.84,8.25,-0.00,0.134,324.8,124.6,347.9,324.8,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425415425,857.145,-168.505,59.194,1.568,8.718,-3.397,8.86,3.40,9.49,8.86,-0.00,0.135,348.7,133.7,373.5,348.7,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425415454,857.145,-168.505,59.194,1.097,6.102,-2.378,6.20,2.38,6.64,6.20,-0.00,0.137,244.1,93.6,261.4,244.1,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425415484,857.198,-168.211,59.080,1.308,7.269,-2.832,7.39,2.83,7.91,7.39,-0.00,0.135,290.8,111.5,311.4,290.8,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425415513,857.198,-168.211,59.080,0.915,5.088,-1.982,5.17,1.98,5.54,5.17,-0.00,0.145,203.5,78.0,218.0,203.5,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425415542,857.251,-167.917,58.965,1.187,6.598,-2.571,6.70,2.57,7.18,6.70,-0.00,0.145,263.9,101.2,282.7,263.9,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425415571,857.304,-167.623,58.850,1.368,7.604,-2.963,7.73,2.96,8.27,7.73,-0.00,0.142,304.2,116.6,325.8,304.2,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425415601,857.357,-167.329,58.736,1.494,8.305,-3.236,8.44,3.24,9.04,8.44,-0.00,0.141,332.2,127.4,355.8,332.2,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425415630,857.410,-167.035,58.621,1.583,8.799,-3.428,8.94,3.43,9.57,8.94,-0.00,0.143,352.0,135.0,377.0,352.0,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425415660,857.410,-167.035,58.621,1.108,6.159,-2.400,6.26,2.40,6.70,6.26,-0.00,0.144,246.4,94.5,263.9,246.4,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425415689,857.463,-166.741,58.507,1.320,7.339,-2.859,7.46,2.86,7.99,7.46,-0.00,0.142,293.6,112.6,314.4,293.6,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425415718,857.516,-166.447,58.392,1.462,8.124,-3.165,8.25,3.17,8.84,8.25,-0.00,0.140,325.0,124.6,348.1,325.0,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425415747,857.569,-166.153,58.278,1.569,8.722,-3.398,8.86,3.40,9.49,8.86,-0.00,0.141,348.9,133.8,373.7,348.9,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425415776,857.569,-166.153,58.278,1.098,6.106,-2.379,6.20,2.38,6.64,6.20,-0.00,0.143,244.2,93.7,261.6,244.2,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425415805,857.621,-165.859,58.163,1.315,7.311,-2.848,7.43,2.85,7.96,7.43,-0.00,0.141,292.4,112.1,313.2,292.4,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425415835,857.674,-165.565,58.049,1.457,8.099,-3.156,8.23,3.16,8.81,8.23,-0.00,0.139,324.0,124.2,347.0,324.0,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425415864,857.727,-165.271,57.934,1.566,8.704,-3.391,8.84,3.39,9.47,8.84,-0.00,0.140,348.2,133.5,372.9,348.2,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425415894,857.727,-165.271,57.934,1.096,6.093,-2.374,6.19,2.37,6.63,6.19,-0.00,0.142,243.7,93.5,261.0,243.7,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425415923,857.780,-164.977,57.820,1.313,7.297,-2.843,7.41,2.84,7.94,7.41,-0.00,0.139,291.9,111.9,312.6,291.9,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425415952,857.833,-164.683,57.705,1.456,8.094,-3.153,8.22,3.15,8.81,8.22,-0.00,0.138,323.8,124.2,346.8,323.8,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425415981,857.833,-164.683,57.705,1.019,5.666,-2.207,5.76,2.21,6.17,5.76,-0.00,0.143,226.6,86.9,242.7,226.6,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425416011,857.886,-164.389,57.591,1.250,6.949,-2.707,7.06,2.71,7.56,7.06,-0.00,0.141,278.0,106.6,297.7,278.0,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425416040,857.939,-164.095,57.476,1.411,7.847,-3.057,7.97,3.06,8.54,7.97,-0.00,0.139,313.9,120.4,336.2,313.9,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425416070,857.992,-163.801,57.361,1.534,8.526,-3.322,8.66,3.32,9.28,8.66,-0.00,0.139,341.1,130.8,365.3,341.1,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425416099,857.992,-163.801,57.361,1.074,5.968,-2.325,6.06,2.33,6.49,6.06,-0.00,0.142,238.7,91.6,255.7,238.7,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425416129,858.044,-163.507,57.247,1.288,7.161,-2.790,7.28,2.79,7.79,7.28,-0.00,0.140,286.4,109.8,306.8,286.4,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425416158,858.097,-163.213,57.132,1.438,7.994,-3.114,8.12,3.11,8.70,8.12,-0.00,0.138,319.8,122.6,342.5,319.8,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425416188,858.150,-162.919,57.018,1.543,8.578,-3.342,8.72,3.34,9.33,8.72,-0.00,0.138,343.1,131.6,367.5,343.1,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425416217,858.150,-162.919,57.018,1.080,6.004,-2.339,6.10,2.34,6.53,6.10,-0.00,0.141,240.2,92.1,257.2,240.2,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425416246,858.203,-162.625,56.903,1.302,7.239,-2.820,7.36,2.82,7.88,7.36,-0.00,0.138,289.6,111.0,310.1,289.6,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425416275,858.256,-162.331,56.789,1.457,8.100,-3.156,8.23,3.16,8.81,8.23,-0.00,0.137,324.0,124.3,347.0,324.0,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425416305,858.256,-162.331,56.789,1.020,5.670,-2.209,5.76,2.21,6.17,5.76,-0.00,0.142,226.8,87.0,242.9,226.8,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425416334,858.309,-162.037,56.674,1.260,7.007,-2.730,7.12,2.73,7.62,7.12,-0.00,0.140,280.3,107.5,300.2,280.3,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425416363,858.362,-161.743,56.560,1.428,7.937,-3.092,8.06,3.09,8.64,8.06,-0.00,0.138,317.5,121.7,340.0,317.5,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425416392,858.415,-161.449,56.445,1.544,8.585,-3.345,8.72,3.34,9.34,8.72,-0.00,0.138,343.4,131.7,367.8,343.4,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425416421,858.415,-161.449,56.445,1.081,6.009,-2.341,6.11,2.34,6.54,6.11,-0.00,0.141,240.4,92.2,257.5,240.4,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425416451,858.468,-161.155,56.331,1.300,7.223,-2.814,7.34,2.81,7.86,7.34,-0.00,0.139,288.9,110.8,309.4,288.9,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425416480,858.520,-160.861,56.216,1.446,8.038,-3.132,8.17,3.13,8.75,8.17,-0.00,0.137,321.5,123.3,344.4,321.5,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425416509,858.573,-160.567,56.101,1.558,8.661,-3.375,8.80,3.37,9.43,8.80,-0.00,0.138,346.5,132.9,371.1,346.5,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425416538,858.573,-160.567,56.101,1.091,6.063,-2.362,6.16,2.36,6.60,6.16,-0.00,0.140,242.5,93.0,259.8,242.5,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425416567,858.626,-160.273,55.987,1.309,7.278,-2.836,7.39,2.84,7.92,7.39,-0.00,0.138,291.1,111.6,311.8,291.1,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425416597,858.679,-159.979,55.872,1.452,8.075,-3.146,8.20,3.15,8.79,8.20,-0.00,0.136,323.0,123.9,346.0,323.0,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425416626,858.679,-159.979,55.872,1.017,5.653,-2.202,5.74,2.20,6.15,5.74,-0.00,0.141,226.1,86.7,242.2,226.1,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425416656,858.732,-159.686,55.758,1.257,6.988,-2.723,7.10,2.72,7.60,7.10,-0.00,0.139,279.5,107.2,299.4,279.5,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425416685,858.785,-159.392,55.643,1.423,7.912,-3.083,8.04,3.08,8.61,8.04,-0.00,0.137,316.5,121.4,339.0,316.5,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425416714,858.838,-159.098,55.529,1.536,8.539,-3.327,8.68,3.33,9.29,8.68,-0.00,0.138,341.6,131.0,365.8,341.6,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425416743,858.891,-158.804,55.414,1.621,9.010,-3.511,9.15,3.51,9.80,9.15,-0.00,0.140,360.4,138.2,386.0,360.4,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425416772,858.891,-158.804,55.414,1.134,6.307,-2.457,6.41,2.46,6.86,6.41,-0.00,0.141,252.3,96.7,270.2,252.3,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425416802,858.944,-158.510,55.300,1.332,7.403,-2.884,7.52,2.88,8.06,7.52,-0.00,0.139,296.1,113.6,317.1,296.1,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425416831,858.996,-158.216,55.185,1.478,8.219,-3.202,8.35,3.20,8.94,8.35,-0.00,0.137,328.8,126.1,352.1,328.8,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425416860,858.996,-158.216,55.185,1.035,5.753,-2.241,5.85,2.24,6.26,5.85,-0.00,0.142,230.1,88.2,246.5,230.1,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425416890,859.049,-157.922,55.071,1.271,7.063,-2.752,7.18,2.75,7.69,7.18,-0.00,0.140,282.5,108.3,302.6,282.5,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425416919,859.102,-157.628,54.956,1.425,7.923,-3.087,8.05,3.09,8.62,8.05,-0.00,0.138,316.9,121.5,339.4,316.9,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425416948,859.155,-157.334,54.842,1.543,8.581,-3.343,8.72,3.34,9.34,8.72,-0.00,0.138,343.2,131.6,367.6,343.2,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425416978,859.155,-157.334,54.842,1.080,6.007,-2.340,6.10,2.34,6.54,6.10,-0.00,0.141,240.3,92.1,257.3,240.3,-0.0,79.81,0.00,1.000,unknown,unknown,false
