t_ms,x_m,y_m,z_m,vx_ms,vy_ms,vz_ms,v_h_ms,v_v_down_ms,v_tot_ms,v_forward_ms,v_side_ms,cv_vdown,v_h_u,v_v_u,v_tot_u,v_forward_u,v_side_u,yaw_deg,pitch_deg,fwd_len_h,band,state,underwater
1756425417007,859.208,-157.040,54.727,1.292,7.183,-2.799,7.30,2.80,7.82,7.30,-0.00,0.139,287.3,110.2,307.7,287.3,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425417037,859.261,-156.746,54.612,1.442,8.016,-3.123,8.15,3.12,8.72,8.15,-0.00,0.137,320.7,123.0,343.4,320.7,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425417066,859.314,-156.452,54.498,1.556,8.646,-3.369,8.79,3.37,9.41,8.79,-0.00,0.137,345.9,132.6,370.4,345.9,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425417095,859.314,-156.452,54.498,1.089,6.052,-2.358,6.15,2.36,6.59,6.15,-0.00,0.140,242.1,92.8,259.3,242.1,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425417124,859.367,-156.158,54.383,1.299,7.220,-2.813,7.34,2.81,7.86,7.34,-0.00,0.138,288.8,110.8,309.3,288.8,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425417153,859.419,-155.864,54.269,1.455,8.088,-3.151,8.22,3.15,8.80,8.22,-0.00,0.136,323.5,124.1,346.5,323.5,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425417183,859.419,-155.864,54.269,1.019,5.662,-2.206,5.75,2.21,6.16,5.75,-0.00,0.141,226.5,86.8,242.6,226.5,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425417212,859.472,-155.570,54.154,1.251,6.956,-2.710,7.07,2.71,7.57,7.07,-0.00,0.139,278.2,106.7,298.0,278.2,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425417242,859.525,-155.276,54.040,1.412,7.846,-3.057,7.97,3.06,8.54,7.97,-0.00,0.137,313.8,120.4,336.1,313.8,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425417271,859.525,-155.276,54.040,0.988,5.492,-2.140,5.58,2.14,5.98,5.58,-0.00,0.143,219.7,84.2,235.3,219.7,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425417300,859.578,-154.982,53.925,1.238,6.882,-2.681,6.99,2.68,7.49,6.99,-0.00,0.142,275.3,105.6,294.8,275.3,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425417329,859.631,-154.688,53.811,1.412,7.851,-3.059,7.98,3.06,8.54,7.98,-0.00,0.140,314.0,120.4,336.3,314.0,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425417358,859.684,-154.394,53.696,1.534,8.529,-3.323,8.67,3.32,9.28,8.67,-0.00,0.140,341.2,130.8,365.4,341.2,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425417387,859.737,-154.100,53.582,1.620,9.007,-3.509,9.15,3.51,9.80,9.15,-0.00,0.143,360.3,138.2,385.9,360.3,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425417418,859.737,-154.100,53.582,1.134,6.305,-2.457,6.41,2.46,6.86,6.41,-0.00,0.143,252.2,96.7,270.1,252.2,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425417447,859.790,-153.806,53.467,1.328,7.381,-2.876,7.50,2.88,8.03,7.50,-0.00,0.141,295.3,113.2,316.2,295.3,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425417476,859.843,-153.512,53.352,1.473,8.191,-3.192,8.32,3.19,8.91,8.32,-0.00,0.139,327.7,125.6,350.9,327.7,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425417506,859.843,-153.512,53.352,1.031,5.734,-2.234,5.83,2.23,6.24,5.83,-0.00,0.144,229.4,88.0,245.7,229.4,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425417535,859.895,-153.218,53.238,1.259,6.995,-2.725,7.11,2.73,7.61,7.11,-0.00,0.142,279.8,107.3,299.7,279.8,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425417565,859.948,-152.924,53.123,1.418,7.881,-3.071,8.01,3.07,8.58,8.01,-0.00,0.140,315.3,120.9,337.6,315.3,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425417594,860.001,-152.630,53.009,1.539,8.551,-3.332,8.69,3.33,9.31,8.69,-0.00,0.140,342.1,131.2,366.4,342.1,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425417623,860.001,-152.630,53.009,1.077,5.986,-2.332,6.08,2.33,6.51,6.08,-0.00,0.143,239.5,91.8,256.5,239.5,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425417652,860.054,-152.336,52.894,1.289,7.168,-2.793,7.28,2.79,7.80,7.28,-0.00,0.140,286.7,110.0,307.1,286.7,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425417682,860.107,-152.042,52.780,1.439,8.003,-3.118,8.13,3.12,8.71,8.13,-0.00,0.139,320.2,122.8,342.9,320.2,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425417711,860.160,-151.748,52.665,1.552,8.627,-3.361,8.77,3.36,9.39,8.77,-0.00,0.139,345.1,132.3,369.6,345.1,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425417741,860.160,-151.748,52.665,1.086,6.039,-2.353,6.14,2.35,6.57,6.14,-0.00,0.141,241.6,92.6,258.7,241.6,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425417770,860.213,-151.454,52.551,1.305,7.255,-2.827,7.37,2.83,7.89,7.37,-0.00,0.139,290.2,111.3,310.8,290.2,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425417799,860.266,-151.160,52.436,1.451,8.067,-3.143,8.20,3.14,8.78,8.20,-0.00,0.137,322.7,123.7,345.6,322.7,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425417828,860.266,-151.160,52.436,1.016,5.647,-2.200,5.74,2.20,6.14,5.74,-0.00,0.142,225.9,86.6,241.9,225.9,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425417857,860.318,-150.866,52.322,1.256,6.986,-2.722,7.10,2.72,7.60,7.10,-0.00,0.141,279.4,107.2,299.3,279.4,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425417887,860.371,-150.572,52.207,1.416,7.873,-3.068,8.00,3.07,8.57,8.00,-0.00,0.139,314.9,120.8,337.3,314.9,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425417916,860.424,-150.278,52.093,1.537,8.547,-3.330,8.68,3.33,9.30,8.68,-0.00,0.139,341.9,131.1,366.2,341.9,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425417945,860.424,-150.278,52.093,1.076,5.983,-2.331,6.08,2.33,6.51,6.08,-0.00,0.141,239.3,91.8,256.3,239.3,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425417975,860.477,-149.984,51.978,1.294,7.190,-2.801,7.31,2.80,7.82,7.31,-0.00,0.139,287.6,110.3,308.0,287.6,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425418003,860.530,-149.690,51.863,1.451,8.067,-3.143,8.20,3.14,8.78,8.20,-0.00,0.138,322.7,123.7,345.6,322.7,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425418033,860.583,-149.396,51.749,1.559,8.670,-3.378,8.81,3.38,9.43,8.81,-0.00,0.138,346.8,133.0,371.5,346.8,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425418062,860.583,-149.396,51.749,1.092,6.069,-2.365,6.17,2.36,6.60,6.17,-0.00,0.140,242.8,93.1,260.0,242.8,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425418092,860.636,-149.102,51.634,1.301,7.232,-2.818,7.35,2.82,7.87,7.35,-0.00,0.138,289.3,110.9,309.9,289.3,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425418121,860.689,-148.808,51.520,1.447,8.047,-3.135,8.18,3.14,8.76,8.18,-0.00,0.137,321.9,123.4,344.7,321.9,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425418151,860.742,-148.514,51.405,1.559,8.666,-3.376,8.81,3.38,9.43,8.81,-0.00,0.137,346.7,132.9,371.3,346.7,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425418180,860.742,-148.514,51.405,1.091,6.066,-2.364,6.16,2.36,6.60,6.16,-0.00,0.140,242.7,93.1,259.9,242.7,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425418210,860.794,-148.220,51.291,1.291,7.180,-2.798,7.30,2.80,7.81,7.30,-0.00,0.137,287.2,110.1,307.6,287.2,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425418240,860.847,-147.926,51.176,1.441,8.009,-3.120,8.14,3.12,8.72,8.14,-0.00,0.136,320.4,122.8,343.1,320.4,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425418269,860.900,-147.632,51.062,1.554,8.642,-3.367,8.78,3.37,9.40,8.78,-0.00,0.136,345.7,132.6,370.2,345.7,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425418298,860.900,-147.632,51.062,1.088,6.049,-2.357,6.15,2.36,6.58,6.15,-0.00,0.139,242.0,92.8,259.2,242.0,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425418327,860.953,-147.338,50.947,1.299,7.218,-2.812,7.33,2.81,7.85,7.33,-0.00,0.137,288.7,110.7,309.2,288.7,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425418357,861.006,-147.044,50.833,1.446,8.038,-3.132,8.17,3.13,8.75,8.17,-0.00,0.135,321.5,123.3,344.3,321.5,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425418386,861.059,-146.750,50.718,1.558,8.663,-3.375,8.80,3.38,9.43,8.80,-0.00,0.135,346.5,132.9,371.1,346.5,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425418415,861.059,-146.750,50.718,1.091,6.064,-2.363,6.16,2.36,6.60,6.16,-0.00,0.138,242.6,93.0,259.8,242.6,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425418444,861.112,-146.456,50.603,1.310,7.279,-2.836,7.40,2.84,7.92,7.40,-0.00,0.136,291.2,111.7,311.9,291.2,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425418474,861.165,-146.162,50.489,1.448,8.048,-3.136,8.18,3.14,8.76,8.18,-0.00,0.134,321.9,123.4,344.8,321.9,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425418504,861.165,-146.162,50.489,1.013,5.633,-2.195,5.72,2.19,6.13,5.72,-0.00,0.140,225.3,86.4,241.4,225.3,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425418533,861.218,-145.868,50.374,1.247,6.928,-2.699,7.04,2.70,7.54,7.04,-0.00,0.138,277.1,106.3,296.8,277.1,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425418562,861.270,-145.574,50.260,1.417,7.880,-3.070,8.01,3.07,8.57,8.01,-0.00,0.136,315.2,120.9,337.6,315.2,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425418592,861.323,-145.280,50.145,1.540,8.557,-3.334,8.69,3.33,9.31,8.69,-0.00,0.136,342.3,131.3,366.6,342.3,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425418621,861.323,-145.280,50.145,1.078,5.990,-2.334,6.09,2.33,6.52,6.09,-0.00,0.139,239.6,91.9,256.6,239.6,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425418650,861.376,-144.986,50.031,1.291,7.175,-2.796,7.29,2.80,7.81,7.29,-0.00,0.137,287.0,110.1,307.4,287.0,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425418680,861.429,-144.692,49.916,1.441,8.007,-3.120,8.14,3.12,8.71,8.14,-0.00,0.135,320.3,122.8,343.0,320.3,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425418709,861.482,-144.398,49.802,1.554,8.641,-3.367,8.78,3.37,9.40,8.78,-0.00,0.136,345.7,132.6,370.2,345.7,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425418738,861.482,-144.398,49.802,1.088,6.049,-2.357,6.15,2.36,6.58,6.15,-0.00,0.138,242.0,92.8,259.1,242.0,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425418771,861.535,-144.104,49.687,1.245,6.921,-2.697,7.03,2.70,7.53,7.03,-0.00,0.137,276.9,106.2,296.5,276.9,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425418800,861.588,-143.810,49.573,1.412,7.850,-3.058,7.98,3.06,8.54,7.98,-0.00,0.135,314.0,120.4,336.3,314.0,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425418829,861.641,-143.516,49.458,1.534,8.527,-3.322,8.66,3.32,9.28,8.66,-0.00,0.135,341.1,130.8,365.3,341.1,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425418858,861.641,-143.516,49.458,1.073,5.969,-2.326,6.06,2.33,6.50,6.06,-0.00,0.138,238.8,91.6,255.7,238.8,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425418888,861.693,-143.222,49.344,1.289,7.162,-2.791,7.28,2.79,7.79,7.28,-0.00,0.136,286.5,109.9,306.9,286.5,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425418917,861.746,-142.928,49.229,1.438,7.995,-3.115,8.12,3.12,8.70,8.12,-0.00,0.134,319.8,122.6,342.5,319.8,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425418946,861.799,-142.634,49.114,1.553,8.632,-3.363,8.77,3.36,9.39,8.77,-0.00,0.134,345.3,132.4,369.8,345.3,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425418975,861.799,-142.634,49.114,1.087,6.042,-2.354,6.14,2.35,6.58,6.14,-0.00,0.137,241.7,92.7,258.9,241.7,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425419005,861.852,-142.340,49.000,1.297,7.212,-2.810,7.33,2.81,7.85,7.33,-0.00,0.135,288.5,110.6,309.0,288.5,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425419034,861.905,-142.046,48.885,1.451,8.065,-3.142,8.19,3.14,8.78,8.19,-0.00,0.133,322.6,123.7,345.5,322.6,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425419064,861.905,-142.046,48.885,1.016,5.646,-2.200,5.74,2.20,6.14,5.74,-0.00,0.139,225.8,86.6,241.9,225.8,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425419093,861.958,-141.752,48.771,1.248,6.936,-2.702,7.05,2.70,7.55,7.05,-0.00,0.137,277.5,106.4,297.2,277.5,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425419122,862.011,-141.458,48.656,1.420,7.891,-3.074,8.02,3.07,8.59,8.02,-0.00,0.135,315.6,121.0,338.1,315.6,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425419151,862.064,-141.164,48.542,1.540,8.561,-3.335,8.70,3.34,9.32,8.70,-0.00,0.136,342.4,131.3,366.8,342.4,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425419181,862.064,-141.164,48.542,1.078,5.992,-2.335,6.09,2.33,6.52,6.09,-0.00,0.138,239.7,91.9,256.7,239.7,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425419210,862.117,-140.870,48.427,1.291,7.179,-2.797,7.29,2.80,7.81,7.29,-0.00,0.136,287.2,110.1,307.5,287.2,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425419239,862.169,-140.576,48.313,1.450,8.059,-3.140,8.19,3.14,8.77,8.19,-0.00,0.135,322.4,123.6,345.3,322.4,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425419269,862.222,-140.282,48.198,1.560,8.673,-3.379,8.81,3.38,9.44,8.81,-0.00,0.135,346.9,133.0,371.6,346.9,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425419298,862.222,-140.282,48.198,1.092,6.071,-2.365,6.17,2.37,6.61,6.17,-0.00,0.138,242.8,93.1,260.1,242.8,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425419328,862.275,-139.988,48.084,1.303,7.243,-2.822,7.36,2.82,7.88,7.36,-0.00,0.135,289.7,111.1,310.3,289.7,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425419357,862.328,-139.694,47.969,1.458,8.104,-3.158,8.23,3.16,8.82,8.23,-0.00,0.134,324.2,124.3,347.2,324.2,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425419386,862.328,-139.694,47.969,1.020,5.673,-2.210,5.76,2.21,6.17,5.76,-0.00,0.139,226.9,87.0,243.0,226.9,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425419415,862.381,-139.400,47.854,1.261,7.006,-2.730,7.12,2.73,7.62,7.12,-0.00,0.137,280.3,107.5,300.2,280.3,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425419444,862.434,-139.107,47.740,1.426,7.927,-3.088,8.05,3.09,8.63,8.05,-0.00,0.135,317.1,121.6,339.6,317.1,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425419473,862.487,-138.813,47.625,1.544,8.584,-3.344,8.72,3.34,9.34,8.72,-0.00,0.136,343.4,131.7,367.7,343.4,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425419502,862.487,-138.813,47.625,1.081,6.009,-2.341,6.11,2.34,6.54,6.11,-0.00,0.138,240.4,92.2,257.4,240.4,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425419531,862.540,-138.519,47.511,1.301,7.233,-2.818,7.35,2.82,7.87,7.35,-0.00,0.136,289.3,110.9,309.9,289.3,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425419561,862.592,-138.225,47.396,1.448,8.054,-3.138,8.18,3.14,8.76,8.18,-0.00,0.135,322.2,123.5,345.1,322.2,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425419590,862.645,-137.931,47.282,1.560,8.673,-3.379,8.81,3.38,9.44,8.81,-0.00,0.136,346.9,133.0,371.6,346.9,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425419619,862.645,-137.931,47.282,1.092,6.071,-2.365,6.17,2.37,6.61,6.17,-0.00,0.138,242.8,93.1,260.1,242.8,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425419648,862.698,-137.637,47.167,1.310,7.285,-2.838,7.40,2.84,7.93,7.40,-0.00,0.136,291.4,111.7,312.1,291.4,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425419677,862.751,-137.343,47.053,1.454,8.081,-3.148,8.21,3.15,8.79,8.21,-0.00,0.134,323.2,123.9,346.2,323.2,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425419707,862.804,-137.049,46.938,1.554,8.641,-3.367,8.78,3.37,9.40,8.78,-0.00,0.135,345.7,132.6,370.2,345.7,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425419736,862.804,-137.049,46.938,1.088,6.049,-2.357,6.15,2.36,6.58,6.15,-0.00,0.137,242.0,92.8,259.1,242.0,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425419766,862.857,-136.755,46.824,1.299,7.218,-2.812,7.33,2.81,7.85,7.33,-0.00,0.135,288.7,110.7,309.2,288.7,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425419795,862.910,-136.461,46.709,1.445,8.035,-3.131,8.16,3.13,8.74,8.16,-0.00,0.134,321.4,123.3,344.2,321.4,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425419824,862.910,-136.461,46.709,1.012,5.625,-2.191,5.71,2.19,6.12,5.71,-0.00,0.139,225.0,86.3,241.0,225.0,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425419854,862.963,-136.167,46.594,1.245,6.921,-2.697,7.03,2.70,7.53,7.03,-0.00,0.137,276.9,106.2,296.5,276.9,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425419883,863.016,-135.873,46.480,1.417,7.880,-3.070,8.01,3.07,8.57,8.01,-0.00,0.135,315.2,120.9,337.6,315.2,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425419912,863.068,-135.579,46.365,1.535,8.534,-3.325,8.67,3.33,9.29,8.67,-0.00,0.136,341.4,130.9,365.6,341.4,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425419941,863.068,-135.579,46.365,1.074,5.974,-2.328,6.07,2.33,6.50,6.07,-0.00,0.138,239.0,91.6,255.9,239.0,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425419971,863.121,-135.285,46.251,1.289,7.164,-2.791,7.28,2.79,7.80,7.28,-0.00,0.136,286.6,109.9,306.9,286.6,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425420001,863.174,-134.991,46.136,1.426,7.927,-3.088,8.05,3.09,8.63,8.05,-0.00,0.135,317.1,121.6,339.6,317.1,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425420031,863.174,-134.991,46.136,0.998,5.549,-2.162,5.64,2.16,6.04,5.64,-0.00,0.140,222.0,85.1,237.7,222.0,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425420060,863.227,-134.697,46.022,1.236,6.869,-2.676,6.98,2.68,7.47,6.98,-0.00,0.139,274.8,105.4,294.3,274.8,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425420089,863.280,-134.403,45.907,1.411,7.843,-3.056,7.97,3.06,8.53,7.97,-0.00,0.137,313.7,120.3,336.0,313.7,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425420118,863.333,-134.109,45.793,1.534,8.524,-3.321,8.66,3.32,9.28,8.66,-0.00,0.137,341.0,130.7,365.2,341.0,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425420147,863.386,-133.815,45.678,1.619,9.002,-3.507,9.15,3.51,9.80,9.15,-0.00,0.140,360.1,138.1,385.7,360.1,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425420176,863.386,-133.815,45.678,1.133,6.301,-2.455,6.40,2.46,6.86,6.40,-0.00,0.141,252.1,96.7,270.0,252.1,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425420206,863.439,-133.521,45.564,1.330,7.394,-2.881,7.51,2.88,8.05,7.51,-0.00,0.138,295.8,113.4,316.8,295.8,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425420235,863.492,-133.227,45.449,1.477,8.211,-3.199,8.34,3.20,8.93,8.34,-0.00,0.137,328.4,125.9,351.8,328.4,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425420264,863.492,-133.227,45.449,1.034,5.747,-2.239,5.84,2.24,6.25,5.84,-0.00,0.141,229.9,88.2,246.2,229.9,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425420293,863.544,-132.933,45.335,1.269,7.058,-2.750,7.17,2.75,7.68,7.17,-0.00,0.139,282.3,108.3,302.4,282.3,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425420322,863.597,-132.639,45.220,1.435,7.976,-3.108,8.10,3.11,8.68,8.10,-0.00,0.138,319.1,122.4,341.7,319.1,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425420351,863.650,-132.345,45.105,1.551,8.621,-3.359,8.76,3.36,9.38,8.76,-0.00,0.138,344.8,132.2,369.3,344.8,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425420380,863.650,-132.345,45.105,1.085,6.034,-2.351,6.13,2.35,6.57,6.13,-0.00,0.141,241.4,92.6,258.5,241.4,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425420410,863.703,-132.051,44.991,1.297,7.207,-2.808,7.32,2.81,7.84,7.32,-0.00,0.138,288.3,110.6,308.8,288.3,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425420439,863.756,-131.757,44.876,1.451,8.068,-3.143,8.20,3.14,8.78,8.20,-0.00,0.137,322.7,123.8,345.6,322.7,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425420475,863.809,-131.463,44.762,1.452,8.071,-3.144,8.20,3.14,8.78,8.20,-0.00,0.135,322.8,123.8,345.8,322.8,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425420505,863.809,-131.463,44.762,1.016,5.649,-2.201,5.74,2.20,6.15,5.74,-0.00,0.140,226.0,86.7,242.0,226.0,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425420535,863.862,-131.169,44.647,1.248,6.938,-2.703,7.05,2.70,7.55,7.05,-0.00,0.139,277.5,106.4,297.3,277.5,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425420564,863.915,-130.875,44.533,1.410,7.840,-3.054,7.97,3.05,8.53,7.97,-0.00,0.137,313.6,120.3,335.9,313.6,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425420593,863.967,-130.581,44.418,1.533,8.521,-3.320,8.66,3.32,9.27,8.66,-0.00,0.137,340.8,130.7,365.0,340.8,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425420622,863.967,-130.581,44.418,1.073,5.964,-2.324,6.06,2.32,6.49,6.06,-0.00,0.140,238.6,91.5,255.5,238.6,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425420652,864.020,-130.287,44.304,1.296,7.201,-2.806,7.32,2.81,7.84,7.32,-0.00,0.137,288.1,110.5,308.5,288.1,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425420681,864.073,-129.993,44.189,1.444,8.026,-3.127,8.15,3.13,8.73,8.15,-0.00,0.136,321.1,123.1,343.9,321.1,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425420711,864.126,-129.699,44.075,1.546,8.598,-3.350,8.74,3.35,9.36,8.74,-0.00,0.136,343.9,131.9,368.3,343.9,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425420740,864.126,-129.699,44.075,1.082,6.018,-2.345,6.12,2.34,6.55,6.12,-0.00,0.139,240.7,92.3,257.8,240.7,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425420769,864.179,-129.405,43.960,1.295,7.196,-2.804,7.31,2.80,7.83,7.31,-0.00,0.137,287.9,110.4,308.3,287.9,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425420798,864.232,-129.111,43.845,1.452,8.073,-3.146,8.20,3.15,8.79,8.20,-0.00,0.135,323.0,123.8,345.9,323.0,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425420827,864.285,-128.817,43.731,1.563,8.687,-3.384,8.83,3.38,9.45,8.83,-0.00,0.136,347.5,133.2,372.2,347.5,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
1756425420857,864.285,-128.817,43.731,1.094,6.081,-2.369,6.18,2.37,6.62,6.18,-0.00,0.138,243.2,93.3,260.5,243.2,-0.0,79.81,0.00,1.000,unknown,unknown,false
1756425420887,864.338,-128.523,43.616,1.302,7.237,-2.820,7.35,2.82,7.88,7.35,-0.00,0.136,289.5,111.0,310.1,289.5,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425420916,864.391,-128.229,43.502,1.446,8.037,-3.131,8.17,3.13,8.75,8.17,-0.00,0.134,321.5,123.3,344.3,321.5,-0.0,79.81,0.00,1.000,neutral,glide_neutral,false
1756425420946,864.443,-127.935,43.387,1.550,8.620,-3.358,8.76,3.36,9.38,8.76,-0.00,0.135,344.8,132.2,369.3,344.8,-0.0,79.81,0.00,1.000,forward,glide_fwd,false
