t_ms,x_m,y_m,z_m,vx_ms,vy_ms,vz_ms,v_h_ms,v_v_down_ms,v_tot_ms,v_forward_ms,v_side_ms,v_h_u,v_v_u,v_tot_u,v_forward_u,v_side_u,yaw_deg,pitch_deg,fwd_len_h,band,state,underwater
1756424180843,900.792,-192.035,56.508,0.000,0.000,0.000,0.00,-0.00,0.00,0.00,0.0,0.0,-0.0,0.0,0.0,0.00,64.47,0.000,1,stall/land,unknown,false
1756424180894,900.792,-192.035,56.508,0.000,0.000,0.000,0.00,-0.00,0.00,0.00,0.0,0.0,-0.0,0.0,0.0,0.00,64.47,0.000,1,stall/land,unknown,false
1756424180944,900.792,-192.035,56.508,0.000,0.000,0.000,0.00,-0.00,0.00,0.00,0.0,0.0,-0.0,0.0,0.0,0.00,64.47,0.000,1,stall/land,unknown,false
1756424180995,900.792,-192.035,56.508,0.000,0.000,0.000,0.00,-0.00,0.00,0.00,0.0,0.0,-0.0,0.0,0.0,0.00,64.47,0.000,1,stall/land,unknown,false
1756424181047,900.792,-192.035,56.508,0.000,0.000,0.000,0.00,-0.00,0.00,0.00,0.0,0.0,-0.0,0.0,0.0,0.00,64.47,0.000,1,stall/land,unknown,false
1756424181097,900.792,-192.035,56.508,0.000,0.000,0.000,0.00,-0.00,0.00,0.00,0.0,0.0,-0.0,0.0,0.0,0.00,64.47,0.000,1,stall/land,grounded,false
1756424181148,900.792,-192.035,56.508,0.000,0.000,0.000,0.00,-0.00,0.00,0.00,0.0,0.0,-0.0,0.0,0.0,0.00,64.47,0.000,1,stall/land,grounded,false
1756424181198,900.792,-192.035,56.508,0.000,0.000,0.000,0.00,-0.00,0.00,0.00,0.0,0.0,-0.0,0.0,0.0,0.00,64.47,0.000,1,stall/land,grounded,false
1756424181251,900.792,-192.035,56.508,0.000,0.000,0.000,0.00,-0.00,0.00,0.00,0.0,0.0,-0.0,0.0,0.0,0.00,64.47,0.000,1,stall/land,grounded,false
1756424181302,900.792,-192.035,56.508,0.000,0.000,0.000,0.00,-0.00,0.00,0.00,0.0,0.0,-0.0,0.0,0.0,0.00,64.47,0.000,1,stall/land,grounded,false
1756424181353,900.792,-192.035,56.508,0.000,0.000,0.000,0.00,-0.00,0.00,0.00,0.0,0.0,-0.0,0.0,0.0,0.00,64.47,0.000,1,stall/land,grounded,false
1756424181403,900.792,-192.035,56.508,0.000,0.000,0.000,0.00,-0.00,0.00,0.00,0.0,0.0,-0.0,0.0,0.0,0.00,64.47,0.000,1,stall/land,grounded,false
1756424181454,900.792,-192.035,56.508,0.000,0.000,0.000,0.00,-0.00,0.00,0.00,0.0,0.0,-0.0,0.0,0.0,0.00,64.47,0.000,1,stall/land,grounded,false
1756424181505,900.792,-192.035,56.508,0.000,0.000,0.000,0.00,-0.00,0.00,0.00,0.0,0.0,-0.0,0.0,0.0,0.00,64.47,0.000,1,stall/land,grounded,false
1756424181555,900.792,-192.035,56.508,0.000,0.000,0.000,0.00,-0.00,0.00,0.00,0.0,0.0,-0.0,0.0,0.0,0.00,64.47,0.000,1,stall/land,grounded,false
1756424181606,900.792,-192.035,56.508,0.000,0.000,0.000,0.00,-0.00,0.00,0.00,0.0,0.0,-0.0,0.0,0.0,0.00,64.47,0.000,1,stall/land,grounded,false
1756424181656,900.792,-192.035,56.508,0.000,0.000,0.000,0.00,-0.00,0.00,0.00,-0.0,0.0,-0.0,0.0,0.0,-0.00,91.05,0.000,1,stall/land,grounded,false
1756424181707,900.785,-191.665,56.460,-0.040,2.188,-0.281,2.19,0.28,2.21,2.19,0.1,86.2,11.1,86.9,86.1,2.53,89.38,0.000,0.99999994,unknown,grounded,false
1756424181758,900.607,-191.338,56.430,-1.083,3.471,-0.375,3.64,0.37,3.66,3.40,1.3,143.2,14.8,143.9,134.0,50.34,86.74,0.000,1,unknown,grounded,false
1756424181808,900.273,-190.658,56.275,-2.733,6.451,-1.179,7.01,1.18,7.10,6.26,3.1,275.8,46.4,279.7,246.4,123.92,86.26,0.000,1,unknown,grounded,false
1756424181859,900.124,-190.322,56.211,-2.800,6.509,-1.209,7.09,1.21,7.19,6.08,3.6,279.0,47.6,283.0,239.5,143.04,82.43,0.000,0.99999994,unknown,grounded,false
1756424181910,899.988,-189.981,56.145,-2.762,6.583,-1.236,7.14,1.24,7.25,6.06,3.8,281.1,48.7,285.3,238.6,148.49,80.87,0.000,1,unknown,grounded,false
1756424181960,900.102,-189.266,55.961,-1.258,8.843,-1.953,8.93,1.95,9.14,8.53,2.6,351.6,76.9,359.9,335.9,104.13,80.87,0.000,1,forward,grounded,false
1756424182011,900.160,-188.908,55.873,-0.540,8.312,-1.892,8.33,1.89,8.54,8.12,1.9,327.9,74.5,336.3,319.7,72.88,80.87,0.000,1,neutral,grounded,false
1756424182061,900.218,-188.550,55.784,-0.036,7.944,-1.850,7.94,1.85,8.16,7.84,1.3,312.8,72.8,321.1,308.6,51.01,80.87,0.000,0.99999994,neutral,grounded,false
1756424182112,900.275,-188.191,55.696,0.316,7.684,-1.820,7.69,1.82,7.90,7.64,0.9,302.8,71.6,311.1,300.7,35.70,80.87,0.000,1,neutral,grounded,false
1756424182163,900.390,-187.475,55.519,0.903,9.625,-2.323,9.67,2.32,9.94,9.65,0.6,380.6,91.5,391.5,379.8,25.00,80.87,0.000,1,forward,grounded,false
1756424182213,900.448,-187.117,55.430,0.974,8.866,-2.153,8.92,2.15,9.18,8.91,0.4,351.2,84.7,361.2,350.7,17.49,80.87,0.000,1,forward,grounded,false
1756424182264,900.505,-186.760,55.338,1.022,8.323,-2.051,8.39,2.05,8.63,8.38,0.3,330.2,80.7,339.9,329.9,12.24,80.87,0.000,1,neutral,grounded,false
1756424182314,900.563,-186.402,55.247,1.057,7.946,-1.980,8.02,1.98,8.26,8.01,0.2,315.6,78.0,325.1,315.5,8.55,80.87,0.000,1,neutral,grounded,false
1756424182365,900.684,-185.691,55.055,1.458,9.781,-2.524,9.89,2.52,10.21,9.88,0.3,389.3,99.4,401.8,389.2,10.92,79.92,0.000,0.99999994,forward,grounded,false
1756424182416,900.748,-185.336,54.959,1.403,8.944,-2.333,9.05,2.33,9.35,9.04,0.4,356.4,91.8,368.1,356.1,15.48,78.60,0.000,1,forward,grounded,false
1756424182466,900.829,-184.984,54.864,1.458,8.350,-2.197,8.48,2.20,8.76,8.45,0.6,333.7,86.5,344.7,332.7,25.43,75.72,0.000,1,forward,grounded,false
1756424182517,901.019,-184.246,54.600,2.150,10.218,-3.101,10.44,3.10,10.89,10.41,0.8,411.1,122.1,428.8,410.0,30.04,73.93,0.000,1,forward,grounded,false
1756424182567,901.120,-183.905,54.487,2.101,9.176,-2.842,9.41,2.84,9.83,9.39,0.6,370.6,111.9,387.1,369.7,25.16,73.21,0.000,1,forward,grounded,false
1756424182618,901.228,-183.565,54.374,2.110,8.432,-2.657,8.69,2.66,9.09,8.64,1.0,342.2,104.6,357.8,340.0,38.49,69.50,0.000,0.99999994,forward,glide_fwd,false
1756424182669,901.353,-183.228,54.276,2.221,7.902,-2.444,8.21,2.44,8.56,8.18,0.7,323.2,96.2,337.2,322.0,27.06,69.50,0.000,1,neutral,glide_fwd,false
1756424182719,901.605,-182.554,54.076,3.048,9.528,-2.892,10.00,2.89,10.41,9.99,0.5,393.9,113.8,410.0,393.4,18.99,69.50,0.000,1,forward,glide_fwd,false
1756424182770,901.731,-182.217,53.976,2.880,8.667,-2.620,9.13,2.62,9.50,9.13,0.3,359.6,103.2,374.1,359.3,13.31,69.50,0.000,1,forward,glide_fwd,false
1756424182821,901.856,-181.884,53.861,2.752,8.035,-2.514,8.49,2.51,8.86,8.49,0.2,334.4,99.0,348.7,334.2,9.31,69.50,0.000,1,forward,glide_fwd,false
1756424182871,901.993,-181.496,53.706,2.738,7.911,-2.670,8.37,2.67,8.79,8.37,0.2,329.6,105.1,345.9,329.5,8.11,69.50,0.000,1,neutral,glide_fwd,false
1756424182922,902.242,-180.831,53.476,3.392,9.483,-3.232,10.07,3.23,10.58,10.07,0.1,396.5,127.2,416.4,396.5,5.69,69.50,0.000,1,forward,glide_fwd,false
1756424182973,902.367,-180.496,53.367,3.113,8.622,-2.912,9.17,2.91,9.62,9.17,0.1,360.9,114.7,378.7,360.9,4.11,69.50,0.000,1,forward,glide_fwd,false
