t_ms,x_m,y_m,z_m,vx_ms,vy_ms,vz_ms,v_h_ms,v_v_down_ms,v_tot_ms,v_forward_ms,v_side_ms,v_h_u,v_v_u,v_tot_u,v_forward_u,v_side_u,yaw_deg,pitch_deg,fwd_len_h,band,state,underwater
1756424148480,868.149,-179.141,19.170,0.000,0.000,0.000,0.00,-0.00,0.00,0.00,0.0,0.0,-0.0,0.0,0.0,0.00,60.39,0.000,1,stall/land,unknown,false
1756424148532,868.149,-179.141,19.170,0.000,0.000,0.000,0.00,-0.00,0.00,0.00,0.0,0.0,-0.0,0.0,0.0,0.00,60.39,0.000,1,stall/land,unknown,false
1756424148583,868.149,-179.141,19.170,0.000,0.000,0.000,0.00,-0.00,0.00,0.00,0.0,0.0,-0.0,0.0,0.0,0.00,60.39,0.000,1,stall/land,unknown,false
1756424148634,868.149,-179.141,19.170,0.000,0.000,0.000,0.00,-0.00,0.00,0.00,0.0,0.0,-0.0,0.0,0.0,0.00,60.39,0.000,1,stall/land,unknown,false
1756424148685,868.149,-179.141,19.170,0.000,0.000,0.000,0.00,-0.00,0.00,0.00,0.0,0.0,-0.0,0.0,0.0,0.00,60.39,0.000,1,stall/land,unknown,false
1756424148736,868.149,-179.141,19.170,0.000,0.000,0.000,0.00,-0.00,0.00,0.00,0.0,0.0,-0.0,0.0,0.0,0.00,60.39,0.000,1,stall/land,grounded,false
1756424148787,868.149,-179.141,19.170,0.000,0.000,0.000,0.00,-0.00,0.00,0.00,0.0,0.0,-0.0,0.0,0.0,0.00,60.39,0.000,1,stall/land,grounded,false
1756424148837,868.149,-179.141,19.170,0.000,0.000,0.000,0.00,-0.00,0.00,0.00,0.0,0.0,-0.0,0.0,0.0,0.00,60.39,0.000,1,stall/land,grounded,false
1756424148888,868.149,-179.141,19.170,0.000,0.000,0.000,0.00,-0.00,0.00,0.00,0.0,0.0,-0.0,0.0,0.0,0.00,60.39,0.000,1,stall/land,grounded,false
1756424148938,868.149,-179.141,19.170,0.000,0.000,0.000,0.00,-0.00,0.00,0.00,0.0,0.0,-0.0,0.0,0.0,0.00,60.39,0.000,1,stall/land,grounded,false
