t_ms,x_m,y_m,z_m,vx_ms,vy_ms,vz_ms,v_h_ms,v_v_down_ms,v_tot_ms,v_forward_ms,v_side_ms,v_h_u,v_v_u,v_tot_u,v_forward_u,v_side_u,yaw_deg,pitch_deg,fwd_len_h,band,state,underwater
1756424197083,905.118,-127.802,32.170,0.000,0.000,0.000,0.00,-0.00,0.00,-0.00,0.0,0.0,-0.0,0.0,-0.0,0.00,-116.13,0.000,1,stall/land,unknown,false
1756424197134,905.118,-127.802,32.170,0.000,0.000,0.000,0.00,-0.00,0.00,-0.00,0.0,0.0,-0.0,0.0,-0.0,0.00,-116.13,0.000,1,stall/land,unknown,false
1756424197185,905.118,-127.802,32.170,0.000,0.000,0.000,0.00,-0.00,0.00,-0.00,0.0,0.0,-0.0,0.0,-0.0,0.00,-116.13,0.000,1,stall/land,unknown,false
1756424197236,905.118,-127.802,32.170,0.000,0.000,0.000,0.00,-0.00,0.00,-0.00,0.0,0.0,-0.0,0.0,-0.0,0.00,-116.13,0.000,1,stall/land,unknown,false
1756424197287,905.118,-127.802,32.170,0.000,0.000,0.000,0.00,-0.00,0.00,-0.00,0.0,0.0,-0.0,0.0,-0.0,0.00,-116.13,0.000,1,stall/land,unknown,false
1756424197337,905.118,-127.802,32.170,0.000,0.000,0.000,0.00,-0.00,0.00,-0.00,0.0,0.0,-0.0,0.0,-0.0,0.00,-116.13,0.000,1,stall/land,grounded,false
1756424197388,905.118,-127.802,32.170,0.000,0.000,0.000,0.00,-0.00,0.00,-0.00,0.0,0.0,-0.0,0.0,-0.0,0.00,-116.13,0.000,1,stall/land,grounded,false
1756424197438,905.118,-127.802,32.170,0.000,0.000,0.000,0.00,-0.00,0.00,-0.00,0.0,0.0,-0.0,0.0,-0.0,0.00,-116.13,0.000,1,stall/land,grounded,false
1756424197489,905.118,-127.802,32.170,0.000,0.000,0.000,0.00,-0.00,0.00,-0.00,0.0,0.0,-0.0,0.0,-0.0,0.00,-116.13,0.000,1,stall/land,grounded,false
1756424197540,905.118,-127.802,32.170,0.000,0.000,0.000,0.00,-0.00,0.00,-0.00,0.0,0.0,-0.0,0.0,-0.0,0.00,-116.13,0.000,1,stall/land,grounded,false
1756424197590,905.118,-127.802,32.170,0.000,0.000,0.000,0.00,-0.00,0.00,-0.00,0.0,0.0,-0.0,0.0,-0.0,0.00,-119.12,0.000,0.99999994,stall/land,grounded,false
1756424197641,904.762,-128.457,32.126,-2.116,-3.884,-0.261,4.42,0.26,4.43,4.42,0.0,174.1,10.3,174.4,174.1,1.64,-119.12,0.000,1,unknown,grounded,false
1756424197692,904.580,-128.782,32.103,-2.557,-4.649,-0.317,5.31,0.32,5.31,5.31,0.0,208.9,12.5,209.3,208.9,1.14,-119.12,0.000,1,unknown,grounded,false
1756424197742,904.399,-129.108,32.081,-2.865,-5.185,-0.357,5.92,0.36,5.93,5.92,0.0,233.2,14.0,233.6,233.2,0.81,-119.12,0.000,1,unknown,grounded,false
1756424197793,904.217,-129.433,32.058,-3.081,-5.560,-0.384,6.36,0.38,6.37,6.36,0.1,250.2,15.1,250.7,250.2,2.65,-119.60,0.000,1,unknown,grounded,false
1756424197843,903.810,-130.073,31.947,-4.571,-7.684,-0.925,8.94,0.92,8.99,8.94,0.1,352.0,36.4,353.9,352.0,4.73,-121.52,0.000,1,unknown,grounded,false
1756424197894,903.602,-130.380,31.902,-4.433,-7.197,-0.918,8.45,0.92,8.50,8.44,0.5,332.8,36.2,334.7,332.1,20.87,-125.23,0.000,0.99999994,unknown,grounded,false
1756424197945,903.386,-130.680,31.853,-4.385,-6.820,-0.929,8.11,0.93,8.16,8.10,0.4,319.2,36.6,321.3,318.8,16.55,-125.71,0.000,0.99999994,unknown,grounded,false
1756424197995,903.170,-130.981,31.805,-4.350,-6.557,-0.937,7.87,0.94,7.92,7.86,0.3,309.8,36.9,312.0,309.6,11.59,-125.71,0.000,1,unknown,grounded,false
1756424198046,902.738,-131.582,31.709,-5.607,-8.154,-1.228,9.90,1.23,9.97,9.89,0.2,389.6,48.3,392.6,389.5,8.11,-125.71,0.000,1,unknown,grounded,false
1756424198096,902.522,-131.883,31.660,-5.207,-7.491,-1.146,9.12,1.15,9.19,9.12,0.1,359.2,45.1,362.0,359.1,5.67,-125.71,0.000,1,unknown,grounded,false
1756424198147,902.306,-132.184,31.612,-4.926,-7.026,-1.088,8.58,1.09,8.65,8.58,0.1,337.8,42.9,340.5,337.8,3.97,-125.71,0.000,0.99999994,unknown,grounded,false
1756424198198,901.834,-132.784,31.476,-6.234,-8.469,-1.569,10.52,1.57,10.63,10.52,-0.1,414.0,61.8,418.6,414.0,-4.70,-125.71,0.000,1,unknown,grounded,false
1756424198248,901.619,-133.084,31.420,-5.641,-7.705,-1.429,9.55,1.43,9.66,9.55,-0.1,375.9,56.3,380.1,375.9,-3.30,-125.71,0.000,1,unknown,grounded,false
1756424198299,901.405,-133.382,31.351,-5.214,-7.154,-1.405,8.85,1.41,8.96,8.85,-0.1,348.5,55.3,352.9,348.5,-2.31,-125.71,0.000,1,unknown,glide_fwd,false
1756424198349,901.145,-133.683,31.244,-5.193,-6.800,-1.623,8.56,1.62,8.71,8.55,-0.2,336.8,63.9,342.8,336.7,-9.76,-125.71,0.000,1,unknown,glide_fwd,false
1756424198400,900.717,-134.279,31.107,-6.174,-8.293,-1.949,10.34,1.95,10.52,10.34,-0.2,407.0,76.7,414.2,407.0,-6.83,-125.71,0.000,1,forward,glide_fwd,false
1756424198451,900.503,-134.577,31.038,-5.592,-7.572,-1.771,9.41,1.77,9.58,9.41,-0.1,370.6,69.7,377.1,370.5,-4.78,-125.71,0.000,1,forward,glide_fwd,false
1756424198501,900.408,-134.952,30.980,-4.479,-7.523,-1.585,8.76,1.58,8.90,8.73,0.7,344.7,62.4,350.3,343.7,26.10,-125.11,0.000,1,unknown,glide_fwd,false
1756424198552,900.384,-135.325,30.964,-3.272,-7.470,-1.202,8.16,1.20,8.24,8.07,1.2,321.1,47.3,324.5,317.8,45.91,-121.87,0.000,1,unknown,glide_fwd,false
